b'2.1 km',b'4.5 (62 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb9792\xe2\x82\xb9',"b'Near Sln Complex, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.1 km'"
b'2.1 km',b'4.0 (245 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb9508\xe2\x82\xb9',"b'Near metro, Chickpet, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.1 km'"
b'6.7 km',b'3.9 (227 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91658',"b'Near Banaswadi Fire Station, Subrna Paliya, Bangalore\xc2\xb7\n\n\n\n\n\n\n6.7 km'"
b'8.4 km',b'4.0 (60 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb9920\xe2\x82\xb9',"b'Prakruthi Layout, Bangalore\xc2\xb7\n\n\n\n\n\n\n8.4 km'"
b'5.6 km',b'3.8 (723 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91014',"b'Near 1st Stage, BTM Layout, Bangalore\xc2\xb7\n\n\n\n\n\n\n5.6 km'"
b'1.8 km',b'4.5 (136 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91254',"b'Near Corporation High School, Gandhi Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n1.8 km'"
b'6.3 km',b'4.6 (1884 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91222',"b'Near A D Halli Park, Housing Board, Bangalore\xc2\xb7\n\n\n\n\n\n\n6.3 km'"
b'8.1 km',b'4.4 (878 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91276',"b'Near Kanaka Nagar, Nagavara, Bangalore\xc2\xb7\n\n\n\n\n\n\n8.1 km'"
b'8.8 km',b'4.5 (686 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91216',"b'Near Tin Factory Bus Stop, 1St Cross Rd, Bangalore\xc2\xb7\n\n\n\n\n\n\n8.8 km'"
b'7.6 km',b'4.7 (1175 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91216',"b'Near Udupi Upachar, Lakshmamma Layout, Bangalore\xc2\xb7\n\n\n\n\n\n\n7.6 km'"
b'9.2 km',b'3.9 (284 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91362',"b'Near Bel Circle, Gokul Mattikere, Bangalore\xc2\xb7\n\n\n\n\n\n\n9.2 km'"
b'2.3 km',b'4.7 (431 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91776',"b'Near Manipal Centre, Ulsoor Road, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.3 km'"
b'2.0 km',b'3.5 (878 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91387',"b'Near HKP Road, Shivaji Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.0 km'"
b'5.5 km',b'NEW',b'\xe2\x82\xb91014',"b'Near SV Hospital, BTM Layout, Bangalore\xc2\xb7\n\n\n\n\n\n\n5.5 km'"
b'5.7 km',b'4.1 (959 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91216',"b'Near Cross Road, Maruti Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n5.7 km'"
b'2.2 km',b'NEW',b'\xe2\x82\xb91510',"b'560001, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.2 km'"
b'7.5 km',b'4.5 (50 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91744',"b'West Zone, Bangalore\xc2\xb7\n\n\n\n\n\n\n7.5 km'"
b'5.2 km',b'3.8 (193 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91807',"b'Near Dhobi Ghat junction, Rajajinagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n5.2 km'"
b'8.8 km',b'4.5 (194 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91887',"b'Near, Narayana Hospital, Hsr Layout, Bangalore\xc2\xb7\n\n\n\n\n\n\n8.8 km'"
b'7.9 km',b'4.3 (262 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb9952\xe2\x82\xb9',"b'Sundar Ram Shetty Nagar, Bilekahalli, Bannerghatta\xc2\xb7\n\n\n\n\n\n\n7.9 km'"
b'2.1 km',b'3.9 (270 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91014',"b'Near Jumma masjid, Shivaji Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.1 km'"
b'6.6 km',b'3.8 (240 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91216',"b'Near Airforce School, Murgesh Pallya, Bangalore\xc2\xb7\n\n\n\n\n\n\n6.6 km'"
b'5.5 km',b'4.0 (520 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91269',"b'Near Dell Office, Inner Ring Road, Bangalore\xc2\xb7\n\n\n\n\n\n\n5.5 km'"
b'3.4 km',b'4.1 (114 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91351',"b'Halasuru, Bangalore\xc2\xb7\n\n\n\n\n\n\n3.4 km'"
b'1.6 km',b'NEW',b'\xe2\x82\xb91216',"b'Nagarathpete, Bangalore\xc2\xb7\n\n\n\n\n\n\n1.6 km'"
b'7.1 km',b'4.5 (1077 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91233',"b'Near V.E.T School, J.P. Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n7.1 km'"
b'2.0 km',b'4.6 (1508 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb9766\xe2\x82\xb9',"b'Near Majestic Railway station, Lalbagh, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.0 km'"
b'6.0 km',b'3.9 (614 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91656',"b'Near, HMT Layout Bus Stop, R.T.Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n6.0 km'"
b'6.9 km',b'3.9 (582 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91513',"b'Near Banashankri Metro Station, JP Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n6.9 km'"
b'5.7 km',b'4.1 (112 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91232',"b'Near Savoury Sea Shell, HSR Layout Sector 2, Bangalore\xc2\xb7\n\n\n\n\n\n\n5.7 km'"
b'2.1 km',b'4.5 (144 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91562',"b'Near Lalbagh, Doddamavalli, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.1 km'"
b'2.8 km',b'4.6 (1780 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb9660\xe2\x82\xb9',"b'Near TCM Royan Road, Sevashrama, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.8 km'"
b'8.2 km',b'4.6 (216 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91216',"b'Chandra Layout Extension II Stage, Nayanda Halli, Bengaluru\xc2\xb7\n\n\n\n\n\n\n8.2 km'"
b'5.5 km',b'4.4 (1625 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91014',"b'Near Srinivasa Temple Road, Maruti Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n5.5 km'"
b'4.8 km',b'4.3 (310 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91375',"b'Near Sagar Hospital, Tilak Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n4.8 km'"
b'2.4 km',b'4.1 (941 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91474',"b'Near Sulthangunta, Shivaji Nagar, Bangalore \xc2\xb7\n\n\n\n\n\n\n2.4 km'"
b'3.9 km',b'4.6 (1100 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91014',"b'Near Gandhi Bazaar, Main Road, Bangalore\xc2\xb7\n\n\n\n\n\n\n3.9 km'"
b'9.3 km',b'4.5 (576 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91849',"b'Near Polar Bear, Nagarbhavi, Bangalore\xc2\xb7\n\n\n\n\n\n\n9.3 km'"
b'2.1 km',b'4.6 (359 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91014',"b""Near St.Philomena's Hospital, Xavier Layout, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.1 km"""
b'6.6 km',b'4.0 (301 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91014',"b'Near manyata tech park, Kammanahalli, Bangalore\xc2\xb7\n\n\n\n\n\n\n6.6 km'"
b'4.6 km',b'4.2 (822 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91294',"b'Near Bajaj Showroom, Prakash Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n4.6 km'"
b'8.1 km',b'NEW',b'\xe2\x82\xb91216',"b'Kammanahalli Bangalore, Bangalore\xc2\xb7\n\n\n\n\n\n\n8.1 km'"
b'8.4 km',b'4.6 (1867 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91336',"b'Near Emid Bommanahalli, Hosur Main Road, Bangalore\xc2\xb7\n\n\n\n\n\n\n8.4 km'"
b'8.0 km',b'4.1 (665 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb9760\xe2\x82\xb9',"b'Near manyata tech park, Nagavara, Bangalore\xc2\xb7\n\n\n\n\n\n\n8.0 km'"
b'9.0 km',b'4.7 (1025 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb9872\xe2\x82\xb9',"b'Near Shree Lakshmi Theatre, Govindpura, Bangalore\xc2\xb7\n\n\n\n\n\n\n9.0 km'"
b'4.6 km',b'4.5 (42 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91249',"b'Bhuvanappa Layout, Bangalore\xc2\xb7\n\n\n\n\n\n\n4.6 km'"
b'7.0 km',b'4.4 (1375 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91390',"b'Near Bus tsop, Gururaja Layout, Bangalore\xc2\xb7\n\n\n\n\n\n\n7.0 km'"
b'9.4 km',b'4.9 (705 Ratings)\xc2\xb7Fabulous',b'\xe2\x82\xb91492',"b'Near Iblur Lake,Sarjapur Marathalli Outer Ring Road Junction, Bangalore\xc2\xb7\n\n\n\n\n\n\n9.4 km'"
b'7.4 km',b'NEW',b'\xe2\x82\xb91014',"b'Near Central Silk board, Sector 6, Bangalore\xc2\xb7\n\n\n\n\n\n\n7.4 km'"
b'9.6 km',b'3.5 (537 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91449',"b'Near Uttarahalli Water Tank, Kodipur, Bangalore\xc2\xb7\n\n\n\n\n\n\n9.6 km'"
b'9.0 km',b'4.4 (1037 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91627',"b'Near Shanti Niketan School, Maruthinagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n9.0 km'"
b'5.7 km',b'4.2 (619 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb9874\xe2\x82\xb9',"b'Agrahara Dasarahalli, Rajaji Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n5.7 km'"
b'2.3 km',b'4.8 (495 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91239',"b'Near Race Course, 6th A Cross, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.3 km'"
b'6.0 km',b'4.2 (331 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91570',"b'Near bus stand, Kodihalli, Bangalore\xc2\xb7\n\n\n\n\n\n\n6.0 km'"
b'8.0 km',b'4.1 (231 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91351',"b'Next to Cafe Coffee Day, HBR Layout, Bangalore\xc2\xb7\n\n\n\n\n\n\n8.0 km'"
b'8.0 km',b'3.6 (322 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91271',"b'Near 4th block, HBR Layout, Bangalore\xc2\xb7\n\n\n\n\n\n\n8.0 km'"
b'5.2 km',b'4.2 (677 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91222',"b'Near 1st Stage, Domlur, Bangalore\xc2\xb7\n\n\n\n\n\n\n5.2 km'"
b'8.8 km',b'4.3 (615 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91490',"b'Near HSR Club, Kadalda Meen, Bangalore\xc2\xb7\n\n\n\n\n\n\n8.8 km'"
b'5.0 km',b'4.2 (849 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91525',"b'Near Sony Centre, Indiranagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n5.0 km'"
b'8.6 km',b'4.5 (999 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91220',"b'Near Ramamurthy Nagar Signal, Bangalore,Karnataka\xc2\xb7\n\n\n\n\n\n\n8.6 km'"
b'2.6 km',b'4.0 (677 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91666',"b'Near INOX Lido Mall, Ulsoor, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.6 km'"
b'3.8 km',b'4.3 (299 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91652',"b'Near Halasuru Metro Station, Ulsoor, Bangalore\xc2\xb7\n\n\n\n\n\n\n3.8 km'"
b'8.5 km',b'4.0 (555 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91386',"b'Near Nagavara, Ashwath Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n8.5 km'"
b'2.2 km',b'3.8 (133 Ratings)\xc2\xb7Good',b'\xe2\x82\xb91014',"b'Near Kapali Theatre, Kapali Theatre, Bangalore\xc2\xb7\n\n\n\n\n\n\n2.2 km'"
b'5.5 km',b'NEW',b'\xe2\x82\xb91363',"b'Near satellite bus stand, New Guddadahalli, Bangalore\xc2\xb7\n\n\n\n\n\n\n5.5 km'"
b'0.5 km',b'4.7 (377 Ratings)\xc2\xb7Excellent',b'\xe2\x82\xb91521',"b'Near Richmond Circle, Opp ITC Gardenia\xc2\xb7\n\n\n\n\n\n\n0.5 km'"
b'7.3 km',b'4.4 (59 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb91690',"b'Padmanabha Nagar, Bangalore\xc2\xb7\n\n\n\n\n\n\n7.3 km'"
b'6.9 km',b'3.9 (340 Ratings)\xc2\xb7Good',b'\xe2\x82\xb9580\xe2\x82\xb9',"b'Near RTO Office, Yeshwanthpur, Bangalore\xc2\xb7\n\n\n\n\n\n\n6.9 km'"
b'7.8 km',b'4.3 (1975 Ratings)\xc2\xb7Very Good',b'\xe2\x82\xb9872\xe2\x82\xb9',"b'Near J P Nagar, 5th Phase, Bangalore\xc2\xb7\n\n\n\n\n\n\n7.8 km'"
